user_name,status,datetime
Senator Jack Reed,"Good news: @RIDOTNews to receive $65M federal grant to help upgrade &amp; improve Route 146. This fed $$$ will help fix &amp; modernize this heavily-used roadway, improve safety (Sayles Hill Rd intersection), integrate public transpo &amp; technology, preserve local biz &amp; reduce congestion.",2020-06-16 10:17:37.515176
Ron Wyden,"Given this damning CIA report that exposes serious lapses in the cybersecurity of our nation's top intelligence agencies, I'm pressing DNI John Ratcliffe on how he plans to better protect our country's most sensitive secrets. We've seen what happens when they're left vulnerable.",2020-06-16 10:24:22.977719
Tammy Duckworth,"I hope you'll tune in later today as my colleagues on both sides of the aisle come together to read Dr. King’s Letter from Birmingham Jail. It is time we reflect &amp; recommit to leading lives guided by his words:

""Injustice anywhere is a threat to justice everywhere.""",2020-06-16 10:26:15.268241
Kamala Harris,"Women, especially women of color, are bearing the brunt of this economic crisis. Congress must immediately pass my bill to provide $2,000 every month throughout this pandemic. When we lift up the women of our country, our whole society benefits.
https://t.co/cFYfpYrUcW",2020-06-16 10:27:06.350410
Senator Ben Cardin,"I'm on the Senate floor now calling on my colleagues to pass the #JusticeInPolicing Act. The time to take action is now. We can't wait any longer to create meaningful systemic change in law enforcement nationwide. 

Watch here: https://t.co/6YZdbwR7RU",2020-06-16 10:27:16.702189
Senator Dick Durbin,Joining @SenBooker on the Senate floor this morning to speak about the #JusticeInPolicing Act. It’s past time we bring justice &amp; accountability to policing. https://t.co/Eye3q6pzJa,2020-06-16 10:36:41.134966
Sen. Maggie Hassan,"I'm talking to Connie Carpenter from @WhiteMountainNF &amp; Susan Arnold from the @AppMtnClub right now on Facebook Live. 
 
Join us to learn more about legislation the Senate is expected to vote on soon to protect our national lands and natural resources 👇 
https://t.co/iB01Omemjw",2020-06-16 10:38:04.786421
Sherrod Brown,"Whenever we try to fix the systemic economic oppression that keeps Black Americans down, the people who perpetuated that system say ""we can't have government meddling in the economy.""

Government has ALWAYS intervened in the economy - on behalf of corporations and the wealthy. https://t.co/yQ97tyXeTC",2020-06-16 10:41:19.175067
Senator Dianne Feinstein,"I’m proud to join @SenMarkey on a resolution reaffirming the importance of a free and independent press to the health of our democracy. Local, state and federal authorities need to ensure journalists are able to perform their jobs without interference, censorship or violence.",2020-06-16 10:42:40.833736
Ed Markey,"11 weeks from today is the Massachusetts Senate primary. 

That means we have just 77 days to organize the movement for a Green New Deal and Medicare for All. 

Please share why you’re in this fight with us and help us win on September 1. https://t.co/Yn8Slls4aM",2020-06-16 10:44:07.700289
Senator Patty Murray,"It's undeniable—change isn't only necessary, but long overdue. The #JusticeInPolicing Act would:
 
➡️ ban the use of chokeholds,
➡️ end qualified immunity, &amp;
➡️ create a nat’l use of force standard—&amp; more.
 
None of this is controversial. Congress must pass this bill immediately.",2020-06-16 10:45:05.389607
Richard Blumenthal,#COVID19 has put people in dire financial straits. Google &amp; its ad arm have become a hotbed for scam ads &amp; fraud targeting consumers’ coronavirus relief. This reckless disregard from one of the most profitable companies is deeply destructive &amp; must end. https://t.co/3xWd8SLryL,2020-06-16 10:48:59.056415
Senator Chris Van Hollen,"This is a moment when we must turn pain into progress. 

We must bring the passionate pleas of the protestors to the floor of the Senate.

Tinkering with the system will not be enough. 

Institutions embedded with racism need to be overhauled. https://t.co/fnaFSVqnkL",2020-06-16 10:50:18.811245
