user_name,status,datetime
Sen. Kevin Cramer,"The Great American Outdoors Act not only reduces the maintenance backlog at our National Parks, but also at land management agencies like:
 
🏔 @USFWS
🏔 @forestservice
🏔 @BLM_MTDKs
🏔 @BureauIndianEdu


I'm glad we were able to pass it through the Senate. https://t.co/naM9JV6hj5",2020-06-17 16:28:10.034892
Sen. Kevin Cramer,"The Great American Outdoors Act reduces the maintenance backlog not only at our National Parks, but also at land management agencies like:
 
🏔 @USFWS
🏔 @forestservice
🏔 @BLM_MTDKs
🏔 @BureauIndianEdu


I'm glad we were able to pass it through the Senate. https://t.co/ntCmpUsCax",2020-06-17 16:31:51.325149
Sen. Jim Inhofe,"Space is a critical warfighting domain – one that grows even more important as strategic competitors like China &amp; Russia weaponize it. As we stand up the new @SpaceForceDoD created in last year’s NDAA, we must have a comprehensive approach to space. https://t.co/mY96MFXwYX https://t.co/2KFGVE4XpW",2020-06-17 16:35:23.426580
Senator Todd Young,"Proud to pass the Great American Outdoors Act to:
✔️ Support our RV manufacturers.
✔️ Enable long-delayed park maintenance to move forward.
✔️ Create jobs.
✔️ Improve our parks for all Hoosiers to enjoy.
https://t.co/66r14jELph",2020-06-17 16:45:52.616697
Richard Shelby,"Today @USACEMobile &amp; @AlabamaPortAuth officially entered into a Project Partnership Agreement to deepen &amp; widen the #Mobile Harbor Ship Channel. The completion of this historic project will transform #Alabama, expanding economic opportunities throughout our state &amp; the region.",2020-06-17 16:59:57.131504
Richard Shelby,"Today @USACEMobile &amp; @AlabamaPortAuth officially entered into a Project Partnership Agreement to deepen &amp; widen the #Mobile Harbor Ship Channel. The completion of this historic project will transform #Alabama, expanding economic opportunities throughout our state &amp; the region.",2020-06-17 17:02:22.302056
Jim Risch,"Last week I wrote to @USTreasury and @SBAgov requesting a streamlined #PPP forgiveness application for small borrowers. The newly introduced EZ application will make it simpler for Idaho's small businesses to receive loan relief. 
https://t.co/ddJOJA0On2",2020-06-17 17:03:05.472206
Senator Roger Wicker,This is great news for @hiindustries and the many suppliers that will work to build LHA 9. Advance procurement contracts provide stability for our shipyards and help to save costs. https://t.co/ErbmAsPYzm,2020-06-17 17:06:07.359265
Joni Ernst,"The #PPP has been a lifeline for Iowans, including our farmers &amp; producers.
 
Unfortunately, some folks haven’t been able to access this important program or have received lower amounts of loans. I’m working w/@SenJohnThune to fix that so we can get assistance to our ag community",2020-06-17 17:10:22.468784
Sen. Jim Inhofe,"I’m proud to join @SenatorTimScott, @SenatorLankford &amp; my GOP colleagues in supporting justice reform legislation that focuses on…

🗸Training 
🗸Accountability 
🗸Transparency 

The JUSTICE Act is the next step in learning from our past &amp; creating a better future.

Details ⬇️",2020-06-17 17:15:43.712229
Tim Scott,"Part Two of today's floor speech on the #JUSTICEAct:

Some of my colleagues on the other side just want to score political points. The majority has the same heart that I have for the American people. That's where we should be focusing our attention, not on the color of my skin. https://t.co/y0dvLQViDb",2020-06-17 17:16:01.469058
Sen. Marsha Blackburn,Thanks to @SenatorTimScott for his commitment to and leadership on police reform. The American people have made it clear that the status quo does not reflect our nation’s values. It is my hope that the JUSTICE Act passes in the Senate with ample bipartisan support.,2020-06-17 17:21:00.586801
Tim Scott,"Part Three of today's floor speech on the #JUSTICEAct:

Most Americans are tired of Democrats and Republicans talking about each other.

They want us to focus on them. 

This bill is grounded in bipartisan principles. We need both sides for real change. https://t.co/wg6PDgbKx2",2020-06-17 17:21:59.570904
Cindy Hyde-Smith,"These funds will be used by Three Rivers to help North Mississippi communities recover from the pandemic and ensure more people get back to work as soon as possible.
https://t.co/pn9ZP4sgGO",2020-06-17 17:30:05.328284
Sen. Jim Inhofe,"I’m proud to join @SenatorTimScott, @SenatorLankford and my GOP colleagues in supporting justice reform legislation that focuses on…

✔️Training
✔️Accountability
✔️Transparency

The JUSTICE Act is the next step in learning from our past and creating a better future.

Details⬇️",2020-06-17 17:30:33.059194
Senator Todd Young,"With a dramatic decrease in travel and tourism related activities, the impact of this loss of revenue is being felt across Indiana. Today, I joined members of @INTourismAssoc to discuss how to support this crucial industry and our small businesses as we rebuild from #coronavirus. https://t.co/TxHRI0OSbx",2020-06-17 17:31:54.239178
Sen. Marsha Blackburn,"My colleagues and I passed bipartisan legislation to hold #CCP officials accountable for forcing millions of Uyghurs into concentration and reeducation camps. Thank you, @realDonaldTrump, for signing this legislation into law. https://t.co/3EhNi3jjLV",2020-06-17 17:35:55.616008
"Bill Cassidy, M.D.",Glad to see lives are beginning to get back to normal. We still need to wear masks and socially distance in public to beat #COVID19 but Louisiana is reopening and we have flattened the curve. This is great news for the re-ignition of the US economy. https://t.co/YhFPPsR4SG,2020-06-17 17:37:23.778616
Tim Scott,"After the introduction of the #JUSTICEAct today, one more new thing for you...my podcast, Opportunity with Tim Scott launched! Hit the link to listen to my convo with the current pastor of  #MotherEmanuel Reverend Eric Manning. https://t.co/6NZJn7wXrY",2020-06-17 17:38:49.806221
Senator Jerry Moran,"I applaud @SenatorTimScott for his work on the Justice Act, &amp; I am proud to cosponsor his legislation. The JUSTICE Act aims to make significant progress towards improving police &amp; community relations while also providing the accountability we expect from our police departments.",2020-06-17 17:44:20.097001
Senator Roy Blunt,"I was on air with @RealJasonWert this morning to talk about my colleague Senator Scott’s Justice Act, which I’ve cosponsored, and increasing access to mental health services as part of our police reform efforts https://t.co/2vdKZfK6PP",2020-06-17 17:46:55.237412
Senator John Thune,"#COVID19 has highlighted for many Americans something South Dakotans have long known: wide-open space is good for the soul (and your savings). I think more Americans are giving consideration to places around the country, like South Dakota, where we have low taxes &amp; lots of space. https://t.co/pk10ROZVtQ",2020-06-17 17:48:32.065210
Sen. Lisa Murkowski,"While we continue to learn about the health impacts of #COVID19 &amp; continue our response efforts, I participated in a Senate HELP Committee hearing focused on telehealth services &amp; the lessons learned from the pandemic to improve access.",2020-06-17 17:53:46.679248
Senator Todd Young,.@SBAgov and @USTreasury have posted revised forgiveness applications for the #PaycheckProtectionProgram to simplify the process for borrowers and implement the PPP Flexibility Act of 2020. Learn more here: https://t.co/Ey0s9WeFZ4,2020-06-17 18:00:06.302503
Sen. Lisa Murkowski,"While we continue to learn about the health impacts of #COVID19 &amp; continue our response efforts, I participated in a Senate HELP Committee hearing focused on telehealth services &amp; the lessons learned from the pandemic to improve access.",2020-06-17 18:00:12.539334
Senator John Thune,"To Democrats, I say: Let’s get a result. Let’s put something on the president’s desk that actually improves policing in this country and sends a clear message to those out there who are frustrated that Washington isn’t listening. https://t.co/eOgkAa2Rda",2020-06-17 18:01:57.146551
Senator Pat Toomey,"The U.S. must hold the CCP accountable for its campaign to end #HongKong’s autonomy. I appreciate @ChrisVanHollen pushing for passage of our Hong Kong Autonomy Act today. This bill provides for sanctions and has broad, bipartisan support. The Senate should pass it immediately. https://t.co/IPYFh5lRfe",2020-06-17 18:06:33.453035
Senator John Thune,"In recent months, #China has cracked down on #HongKong’s autonomy, tried to cover up its negligent response to #COVID, and militarized illegal islands – all while oppressing over 1 million #Uyghur citizens. This law is one step in holding them accountable. https://t.co/xqx7hBVElu",2020-06-17 18:06:58.392806
ChuckGrassley,I didn’t welcome the virus but the requirements to wear a face mask gives me the opportunity to say how proud I am to be Iowan @ Hart Senate Office Building https://t.co/kL7ESln97Y,2020-06-17 18:14:10.679969
Sen. Marsha Blackburn,".@NBCnews should stick to reporting the facts instead of demonizing the free press @FDRLST and ZeroHedge. 

Is NBC so fearful of competing ideas and viewpoints that it can’t peacefully co-exist in a world with conservative news media?",2020-06-17 18:21:38.094823
Marco Rubio,"First, it’s pronounced “yuge”

Second, over the last week I have noticed a new found appreciation for my on camera water drinking abilities

And third, making it onto Deadspin was #9 on my list of things to achieve before turning 50 

✔️",2020-06-17 18:39:21.955745
Sen. Dan Sullivan,"📢 STARTING SOON: Inviting all Alaskans to join me for another virtual town hall this afternoon from 4:00-5:00pm AKDT. To stream the event live, go to:
https://t.co/RC0HmONZDN https://t.co/rXOBGWnEYo",2020-06-17 18:45:27.636209
Thom Tillis,"The Paycheck Protection Program is designed to help small businesses bridge-the-gap. Here’s what we’re doing to make this program more robust for our small businesses in need:

https://t.co/hU9HJucmbL",2020-06-17 18:51:25.720367
Mike Lee,Great talking to @tperkins today about Monday’s dangerous legislating from the bench.,2020-06-17 19:07:03.366801
Joni Ernst,Uyghur oppression by the Chinese Communist Party is a gross violation of human rights and must be stopped. The bipartisan bill I helped pass and @realdonaldtrump just signed into law will help to hold China accountable and increase U.S. efforts to protect Uyghurs.,2020-06-17 19:09:13.115567
Senator Rand Paul,"If nothing else, @realDonaldTrump deserves a gold medal for exposing as disreputable the war caucus led by @AmbJohnBolton.

Regime change ‘everywhere’ (the Bolton doctrine) was always a very stupid and dangerous idea.",2020-06-17 19:35:44.344010
Rob Portman,"Over the past several months we've seen numerous professors in the US charged w/ crimes related to their ties to the Chinese gov’t. 

It's clear that China's theft of US research &amp; IP is rampant. Tomorrow I'll be introducing legislation to stop it.",2020-06-17 19:38:35.599360
Marco Rubio,"SEE TWEET BELOW
I told you almost three weeks ago that these anti-police militias who want a new civil war were showing up &amp; were going to be a problem.

Don’t sleep on this

https://t.co/W1RcjuHz4D https://t.co/k4kGgPgCPj",2020-06-17 19:42:45.004075
Jim Risch,"I am proud to join my friend and colleague @SenatorTimScott in introducing the #JUSTICEAct. Enacting comprehensive reform to reshape police procedures and training is the first step to protecting the rights of all individuals.
https://t.co/gHSqZ4F4eH",2020-06-17 20:04:05.435601
Joni Ernst,Thank you @SecBrouillette for visiting #Iowa to see firsthand the great work the folks @Ames_Laboratory are doing to innovate and strengthen the economy in our state and across the country.,2020-06-17 20:13:47.236139
Sen. Lisa Murkowski,"Proud to see that the @PBSKIDS program @MollyofDenali has been awarded the prestigious Peabody Award. Molly of Denali is a uniquely Alaskan show that helps explain Alaska’s unique, diverse cultures and other serious issues to children across the U.S.",2020-06-17 20:25:28.484081
Ted Cruz,"Ignorant &amp; demented:  Teen Vogue, glorifying the founder of communism. Because Stalin, Mao, Castro &amp; their ilk murdered over 100 million people, imprisoned and tortured millions more &amp; produced crushing poverty that lead to starvation, misery &amp; death. Welcome to Marx, indeed.",2020-06-17 23:15:03.236551
Ted Cruz,"If we attack, undermine &amp; dismantle the police, vast numbers of Americans will die.",2020-06-17 23:19:39.924658
Ted Cruz,🔥🔥🔥,2020-06-17 23:25:23.069094
Ted Cruz,Please stop being idiots. https://t.co/b66uBOoayx,2020-06-17 23:27:58.506949
Ted Cruz,"ONE HUNDRED previous arrests. That’s not hyperbole. DeBlasio keeps letting him go. He punched a 92-yr-old woman in the head. 

Welcome to the Dems’ insane world with no police.  https://t.co/Yi37CnM1Fk",2020-06-17 23:39:31.973328
Ted Cruz,This is America. Tragic.,2020-06-18 00:05:02.460119
Marco Rubio,"Light dawns for the just,
and gladness for the honest of heart.

Psalms 97:11",2020-06-18 05:36:29.118785
Marco Rubio,"Today I will file a bill requiring the NCAA create a uniform standard for college athletes being compensated for use of their name,image &amp; likeness. 

https://t.co/S5mYrASsvS https://t.co/JbL1n2L7Tn",2020-06-18 06:04:28.390321
Josh Hawley,About to join @foxandfriends to talk #BigTech censorship and more! Tune in,2020-06-18 06:37:24.210905
Josh Hawley,"“Give thanks to the Lord, for he is good; his love endures 
forever!” 1 Chronicles 16:34",2020-06-18 07:12:51.014770
Josh Hawley,Another week of shockingly high unemployment claims. Too many Americans are still out of work. I again call on my Senate colleagues to join me in passing new relief that will enable business to rehire workers and get America back to work #RehireAmerica,2020-06-18 07:50:15.416443
Sen. Lamar Alexander,"From @6News: “This award is a move to expand the university’s partnership with the Oak Ridge National Lab (ORNL) to train the next generation of American scientists and engineers.” 

https://t.co/zrHbVRegDE",2020-06-18 07:50:18.666764
Shelley Moore Capito,https://t.co/YW7GhmTY8X,2020-06-18 08:00:54.383135
Tim Scott,"13 years ago, the #Charleston9 gave their lives fighting the Sofa Superstore fire. It was the worst lost of live among first responders in 9/11. We will never forget their sacrifice.",2020-06-18 08:01:13.824962
Tim Scott,"13 years ago, the #Charleston9 gave their lives fighting the Sofa Superstore fire. It was the worst lost of life among first responders since 9/11. We will never forget their sacrifice.",2020-06-18 08:01:52.852125
Team Cornyn,"Texas -- we aren’t out of the woods yet. Be certain to stay home when sick and wash your hands often to STOP the spread of #COVID19.
https://t.co/zxZ09GKsrp",2020-06-18 08:10:06.806024
Josh Hawley,"Two days ago @Google w/ assist from @NBCNews tried to deplatform the conservative @FDRLST. My new legislation would give @FDRLST and every conservative person or group what they deserve - the right to sue for equal, fair treatment https://t.co/Vh47Bty11G",2020-06-18 08:43:26.078415
Sen. Susan Collins,"More than $1.4 million has been awarded to Maine to support mental health &amp; substance abuse programs. This federal funding will help Maine DHHS provide Mainers with access to the resources they need to help overcome these heartbreaking disorders.

https://t.co/6i5ywdaQLL",2020-06-18 08:48:55.637414
Sen. Marsha Blackburn,Beijing’s new national security law may allow China’s secretive police force to embed in Hong Kong and crack down on the freedom fighters. I supported @HawleyMO’s resolution to hold Communist China accountable—disappointed the Senate couldn’t agree on this one. https://t.co/4QLCnaDChB,2020-06-18 09:05:17.357742
Josh Hawley,The most disappointing week at #SCOTUS in years,2020-06-18 09:07:49.373009
Sen. Lamar Alexander,"In the @knoxnews: $20M grant will help make Oak Ridge Institute one of the top research facilities worldwide 

https://t.co/RoNDVR9OTQ",2020-06-18 09:10:28.936715
Sen. John Barrasso,"Getting people back to work is the most important thing to get the economy moving again. If more stimulus spending is needed in mid-July, it needs to be on things like infrastructure, for example the Highway bill,  which will create jobs &amp; help the economy. https://t.co/GO0FoPepRb",2020-06-18 09:20:38.777507
Joni Ernst,"As a veteran, I’ve made it a priority to ensure our war heroes have mental health support. Yesterday, the Admin announced the PREVENTS Task Force roadmap to stop the crisis of veteran suicide. I look forward to working w/@POTUS to ensure our vets have the resources they deserve. https://t.co/KcUE5W8Jsj",2020-06-18 09:22:58.910085
Sen. Marsha Blackburn,"As Justice Thomas said, “today’s decision must be recognized for what it is: an effort to avoid a politically controversial but legally correct decision.” Very disappointing.",2020-06-18 09:26:17.749077
Senator Todd Young,Last month I intro’d my bipartisan #EndlessFrontierAct to safeguard America's national interests and stand up for American workers against China by bolstering our ability to out-compete China in the 21st century. #ICYMI https://t.co/F7DbMcojCH,2020-06-18 09:30:46.290747
Jim Risch,"Today in @twinfallstn: @INL's ""ongoing research in critical infrastructure &amp; nuclear energy is making our country safer &amp; stronger today, &amp; positioning us to be even more competitive &amp; resilient as we address the challenges of tomorrow.""
Thanks @SecBrouillette for your support!",2020-06-18 09:33:40.281024
Marco Rubio,"We will be in touch today with @USCG &amp; @USDOT on the dangerous status of the Roosevelt Bridge over the St. Lucie River to determine what emergency assistance the federal government can provide.

#Sayfie",2020-06-18 09:39:32.947210
Leader McConnell,"The JUSTICE Act provides solutions on police reform that are sober, serious, and significant. The Senate should address this issue now. But we’ll only be able to act if both sides can work together. I hope our Democratic colleagues will come to the table next week.",2020-06-18 09:41:19.137446
Marco Rubio,"There is strong bipartisan support for a permanent &amp; generous solution for those in DACA program

But passing a law requires:

-60 votes in Senate

-majority in House: &amp; 

-signature of the President

Getting all three will require addressing border security &amp; enforcement as well",2020-06-18 09:55:32.075029
Steve Daines,"Glad to work with @realDonaldTrump on getting #LWCF across the finish line.  Thank you for helping us make history for Montana, Mr. President! https://t.co/2cBubZcFFl",2020-06-18 09:56:30.914231
Shelley Moore Capito,The #JUSTICEAct supports our police officers while bringing about positive change that will help guarantee equal protection to all of our citizens. My full remarks from the Senate floor yesterday: https://t.co/7Lzf1iq6xA,2020-06-18 09:59:26.285602
Jim Risch,"Prepare your family and home to be #ReadyForWildfire. For up-to-date fire, air quality and safety information, visit my website.
https://t.co/4pNE3x5dGr",2020-06-18 10:00:06.213373
Thom Tillis,"Burn pits affecting our brave men and women serving overseas could be this generation’s Agent Orange. We need to get ahead of this problem and accelerate care options for those serving, so that we can get our veterans the healthcare that they deserve. https://t.co/S6mvoSuABh",2020-06-18 10:03:49.902175
Cory Gardner,"While today’s decision provides some clarity for the thousands of DACA recipients who call Colorado home, Congress still needs to reach a long-term solution for Dreamers in the United States—including a pathway to citizenship.",2020-06-18 10:12:19.559470
Lindsey Graham,"I agree with many statements made by my Democratic and Republican colleagues that we have an historic opportunity to reform policing, to make it better and more just for all. It's time for the body to rise to the occasion, and I’m hopeful we can.",2020-06-18 10:12:22.601832
Senator Mike Rounds,Even one veteran taking his or her life due to the stress of serving our country is one too many. Appreciate @realDonaldTrump @POTUS for taking steps to address veteran suicide.,2020-06-18 10:22:53.520789
Tom Cotton,Sen. Tom Cotton: 'I called Twitter's bluff' about locking down my account. https://t.co/uwjfYMJyEa,2020-06-18 10:24:59.275083
Joni Ernst,"I heard from Iowa #smallbiz &amp; lenders that the #PPP loan forgiveness app was too complicated, &amp; that’s why I pressed the Administration to streamline this app.
 
Good news: @SBAgov &amp; @USTreasury listened, &amp; posted a new, user-friendly app. Visit: https://t.co/xE4jhXokd7",2020-06-18 10:25:44.428160
Rob Portman,Glad to see $600M in maritime military assistance has been approved for #Ukraine.  I fought for this in light of continued Russian aggression in the Black Sea and Sea of Azov and will continue to work to get #Ukraine the military capabilities it needs.,2020-06-18 10:27:38.948659
Rob Portman,"For nearly 20 years, China has been systematically stealing US taxpayer-funded technology, research &amp; IP from our universities and research institutions. 
 
Today, I am introducing sweeping, bipartisan legislation to finally put a stop to it.",2020-06-18 10:31:54.611985
Sen. Marsha Blackburn,My heart breaks to hear that @BTNPD officer Destin Legieza lost his life in the line of duty this morning. May God watch over his loved ones. Praying for my hometown this morning.,2020-06-18 10:33:33.806894
Senator Jerry Moran,"Introduced legislation w/ @SenatorCantwell, @SenAmyKlobuchar &amp; @SenCapito to enhance aviation safety &amp; training standards by authorizing the FAA to work with other countries &amp; the @icao. 

FULL STATEMENT: https://t.co/Y0QUelsraP",2020-06-18 10:35:28.597330
John Kennedy,"Children are uniquely vulnerable to wicked people who hide in the internet’s shadows. 

I've introduced the Targeting Child Predators Act with @JohnCornyn and @SenTomCotton to give law enforcement a critical tool to stop those criminals.
 
https://t.co/TBZeY7in5Z",2020-06-18 10:38:55.794021
Richard Shelby,"Proud to be a cosponsor of @SenatorTimScott’s #JUSTICEAct – which focuses on police reform, accountability, and transparency. This bill highlights issues facing our nation that must be addressed. All Americans should have trust and confidence in our justice system.",2020-06-18 10:42:03.079250
Sen. Lamar Alexander,"President @realDonaldTrump deserves credit for his and his administration’s work to get the #GreatOutdoors Act passed out of the U.S. Senate. 

I hope the U.S. House will quickly pass this bill, because I know President Trump is eager to sign it into law and #RestoreOurParks.",2020-06-18 10:55:02.560294
Ted Cruz,"First murder hornets, and now this.... https://t.co/9kPKn13YLi",2020-06-18 10:56:52.653908
Sen. Marsha Blackburn,.@realDonaldTrump’s crackdown on Big Tech means the era of self-regulation for Silicon Valley is over. No longer will we let Big Tech hide behind broad liability shields as a pretense to suppress free speech. @FDRLST https://t.co/t1k54jpH8H,2020-06-18 11:11:48.748849
Martha McSally,Today’s DACA ruling gives the White House and Congress the opportunity to do what is right and solve this issue with thoughtful legislation. (1/2),2020-06-18 11:21:59.293536
Joni Ernst,"As chair of the @SASCMajority Subcommittee on Emerging Threats &amp; Capabilities, and as a former logistics battalion commander, I understand the need for our technologies, equipment, &amp; capabilities to be top notch, &amp; our supply chain secure. https://t.co/XlIyHeRaGF",2020-06-18 11:23:39.485877
Tom Cotton,"It cannot be the law that what Barack Obama has unlawfully done, no president may undo. 

https://t.co/xJsBbeCMEj",2020-06-18 11:28:07.186902
Senator Mike Crapo,"#NationalGoFishingDay is a great day to take time from your daily routine. Find many of Idaho’s famous blue-ribbon trout fishing streams, shimmering lakes and expansive reservoirs. https://t.co/W2oEs8Bj9h",2020-06-18 11:41:21.422858
Tim Scott,What's in the #JUSTICEAct? Let's take a walk through it. https://t.co/qbHx3DtTt4,2020-06-18 11:45:36.687581
"Bill Cassidy, M.D.",LA hwy 1 is a critical road for hurricane evacuation and access to major economic ports like Port Fourchon. We received the largest infrastructure grant of the year to raise this highway to help prevent flooding to keep this critical road accessible during storm season. https://t.co/1vQ1KtFxnS,2020-06-18 11:52:35.778520
Senator Todd Young,Spoke with Indiana-based @AlbaneseCandy today about the work Congress is doing to help Hoosier businesses and what relief they need going forward.,2020-06-18 12:00:05.566151
Sen. Kevin Cramer,Moments away from joining @TeamCavuto. https://t.co/azmDrlJ7Bu,2020-06-18 12:03:31.486728
Senator Kelly Loeffler,"The vast majority of police officers work tirelessly to keep all Americans safe, and now more than ever, we must work together to implement solutions and provide them the resources they need to be successful. 

I'm proud to cosponsor @SenatorTimScott's #JUSTICEAct.",2020-06-18 12:05:12.753248
Sen. Lamar Alexander,"The Supreme Court’s decision will provide temporary relief to current #DACA recipients, but it is clear to me that Congress must act to fix our broken immigration system.",2020-06-18 12:13:22.751409
Shelley Moore Capito,My colleague @SenatorTimScott walks through major provisions the #JUSTICEAct. Watch and learn more ⬇️,2020-06-18 12:14:08.884419
Senator John Thune,"As I’ve been saying….

""There's no question that information from Huawei routers has ultimately ended up in hands that would appear to be the state… However that happened, we're sure it happened."" @EricSchmidt 👇🏻

https://t.co/Mal1b6XUSk",2020-06-18 12:14:37.048234
Joni Ernst,"Too many items important to our health and well-being come from the Communist Party of China, we need to fix that. 
 
I joined @JeffAngeloRadio to discuss my bill that would incentivize pharmaceutical and medical device and supply manufacturers to relocate to the United States. https://t.co/OF5g0C2lIL",2020-06-18 12:21:58.906647
Rob Portman,"Yesterday the Senate passed the Restore Our Parks Act to help address the more than $12B in maintenance needs at our natl parks.

This historic measure will ensure our natl parks continue to stand tall as a source of enduring national pride. https://t.co/KwyHU6pfOD",2020-06-18 12:23:07.898952
Sen. Lisa Murkowski,My statement after the U.S. Supreme Court ruled today that the administration cannot end the Deferred Action for Childhood Arrivals (DACA) federal program: https://t.co/Udp2vaPB0W,2020-06-18 12:28:37.320410
Senator John Thune,"Medical personnel from across the U.S. traveled to NYC to help fight #COVID19.

Then Gov. Cuomo announced their reward: taxes.

Tax confusion for mobile/remote workers has long called out for a solution. I’ve proposed one. Read my full op-ed in the @WSJ.
https://t.co/WA7jwSKRBR",2020-06-18 12:34:59.268273
Senator Roger Wicker,"Great to join @repblumenauer, @SenatorSinema, &amp; @RepFitzpatrick to introduce the #RESTAURANTSAct. Our legislation would provide emergency support to America’s small and independent restaurants. https://t.co/zgUpXGPDJj",2020-06-18 12:39:07.480822
Thom Tillis,"Our Small Business Advisory Council is working with me to find more ways to empower small businesses, so that they can provide our state with economic growth, innovation and job opportunities.

Sign up today to join the Advisory Council:

https://t.co/hekJC507bB",2020-06-18 12:40:03.454987
Senator Roger Wicker,"Great to join @repblumenauer, @SenatorSinema, &amp; @RepBrianFitz to introduce the #RESTAURANTSAct. Our legislation would provide emergency support to America’s small and independent restaurants. https://t.co/zgUpXGPDJj",2020-06-18 12:41:00.507740
Tim Scott,"Live with Tim on @instagram this afternoon at 230p with @JohnMaxwellTeam, make sure to tune in! https://t.co/vqHtcmmgI3",2020-06-18 12:44:06.108841
Tim Scott,Live with Tim on @instagram this afternoon with @JohnCMaxwell - make sure to tune in at 230p! https://t.co/fmjA8fjlh7,2020-06-18 12:45:38.355061
Mike Lee,[The Equality Act] like the Bostock decision doesn’t operate with a lot of precision and sort of takes a meat clever to the issue without taking into account exceptions for religious entities and distinctions between sexual orientation and gender identity. https://t.co/aFigoxspJJ,2020-06-18 12:48:48.922733
Senator Todd Young,Enjoyed speaking with @CompeteNow this week about my #EndlessFrontierAct and the need to invest in emerging technologies and American leadership in the 21st Century. https://t.co/YAI9WsO15z,2020-06-18 13:00:07.047458
Senator Roy Blunt,"Watch 🎥 my colleague @SenatorTimScott talk about the details of the #JUSTICEAct

 https://t.co/h0LIxigwLq",2020-06-18 13:05:31.457439
Sen. Marsha Blackburn,.@Google’s double standard for doing business: demand Sec. 230 liability protection for 3rd party content but threaten to shut down conservative news sites for 3rd party comments. https://t.co/AHCtDXE80p,2020-06-18 13:20:19.675915
Leader McConnell,"The Senate just confirmed @POTUS's exceptional choice to sit on the second-most-important federal bench. We Kentuckians are sorry to lose Judge Justin Walker, but we're very proud this brilliant and fair jurist will be serving our nation on the D.C. Circuit. https://t.co/BBv87PZDgI",2020-06-18 13:22:15.717531
Senator Kelly Loeffler,"🚨 Featured on @WALBNews10:
 
I asked @TheJusticeDept to consider a grant application by the GA Assn. of Chiefs of Police for its Community Trust Initiative, a critical program intended to bolster trust between local law enforcement &amp; the GA communities they serve. https://t.co/1dbgXbP1yy",2020-06-18 13:36:45.032270
David Perdue,Joining @DanaPerino on @dailybriefing in about 5 minutes!,2020-06-18 13:38:31.845002
Sen. Jim Inhofe,"Nobody knows how to support each other and give back to their communities better than Oklahomans.  

Thank you, Glen, for showing some #COVIDKindness to Inola High School’s graduating seniors.",2020-06-18 13:52:50.263792
Senator John Thune,Yesterday I introduced a bill to advance renewable fuels innovation by overriding EPA inaction on corn kernel fiber-derived ethanol and new pathways. More info 👇🏻https://t.co/ffD4QG3M2P,2020-06-18 13:56:46.939407
Ted Cruz,"This is a serious problem. Big Tech is like the CCP:  they both use $$ to buy silence, acquiescence, or support. 

Every think tank with integrity should wean themselves of both CCP &amp; Big Tech $$ so they can have true objectivity &amp; independence.",2020-06-18 13:58:32.490587
Senator Todd Young,"Learn more about my #EndlessFrontierAct to solidify U.S. leadership in scientific and technological innovation through increased investments in the discovery, creation and commercialization of technology of the future via @WashTimes: https://t.co/W1CL9fsUUS",2020-06-18 14:00:07.392949
Senator Mike Braun,I commend President @realDonaldTrump for implementing the Caesar Act: strong targeted sanctions against the Assad regime and his associates who profit from the regime's carnage in Syria. I encourage the administration to continue acting to relieve the Syrian people's suffering.,2020-06-18 14:04:20.236644
Senator Rand Paul,"”This is nothing new to Paul, however, as he has been one of the most consistent legislative advocates for criminal justice reform that we have seen in our lifetimes.”

 https://t.co/ZkZdSvlFWS",2020-06-18 14:04:38.243065
Joni Ernst,"#COVID19 has caused significant challenges for American families – health risks, financial insecurity, school and day care closures, etc. My paid parental leave proposal is a win-win for families seeking relief and for small businesses, who are struggling right now. https://t.co/uRyWDnGrie",2020-06-18 14:14:38.469561
Shelley Moore Capito,NEWS: The Kanawha County BOE is receiving more than $26 million for relocation of the Clendenin Elementary School. More info: https://t.co/11nwoaot4s,2020-06-18 14:16:23.594088
Ted Cruz,That’s not easy to do.,2020-06-18 14:24:03.249565
Ted Cruz,"Democratic SCOTUS nominees NEVER do this. 

Republican Presidents keep screwing this up. They don’t care enough to insist on the proven conservative record of a Scalia, Thomas, Rehnquist, or Alito.",2020-06-18 14:30:47.971597
Senator Rand Paul,"Finally, conservatives find their voice and decry the massive deficit spending of the last three months.  Unfortunately, many in Congress, fair-weather “conservatives,” still don’t get it. https://t.co/uNaT73ZP4E",2020-06-18 14:31:34.889683
Team Cornyn,"Senator Cornyn spoke passionately and boldly from the floor today, ready to lead on #DACA.

https://t.co/LZriANeoos https://t.co/07pxSJGdtZ",2020-06-18 14:32:56.855609
Cory Gardner,"Yesterday the Senate passed the Great American @OutdoorsAct by an overwhelmingly bipartisan vote of 73-25. This landmark legislation is a huge victory for Colorado and will protect our public lands for generations to come.
https://t.co/1lCEWQMcLk",2020-06-18 14:58:04.846775
Senator Todd Young,"Snack manufacturers including @PretzelsBluff @ConAgraBrands @PepsiCo @CampbellSoupCo &amp; @WeArePrintPack employ thousands of Hoosiers across Indiana. Yesterday we discussed their manufacturing operations, need for additional workers &amp; other impacts of coronavirus on their industry. https://t.co/6RYWZHLfaH",2020-06-18 15:00:05.782510
